price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,zipcode,was_renovated,effective_year,house_age,age_effective,price_per_sqft,years_since_reno,has_basement,basement_ratio,bath_per_bed,sqft_per_room,log_sqft_living,log_sqft_lot,cluster,split,segment
440000.0,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,,Seattle,98107,0,1944,70,70.0,550.0,70.0,0,0.0,0.5,266.6666666666667,6.68586094706836,8.486940148245216,1,train,Compact Entry-Level
287200.0,3.0,3.0,1850,19966,1.0,0,0,4,1090,760,1992,,Maple Valley,98038,0,1992,22,22.0,155.24324324324326,22.0,1,0.41081081081081083,1.0,308.3333333333333,7.523481312573497,9.901836189786897,0,train,Established Family Home
403000.0,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,1957,,Normandy Park,98166,0,1957,57,57.0,205.6122448979592,57.0,1,0.15816326530612246,0.6666666666666666,392.0,7.581209826196346,9.48044384215367,2,train,Premium View Property
750000.0,3.0,2.5,2390,6550,1.0,0,2,4,1440,950,1955,,Seattle,98116,0,1955,59,59.0,313.8075313807531,59.0,1,0.39748953974895396,0.8333333333333334,434.54545454545456,7.779466967458324,8.787372988731876,2,train,Premium View Property
335000.0,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,1978,,Fall City,98024,0,1978,36,36.0,212.0253164556962,36.0,0,0.0,0.75,300.95238095238096,7.365812837209472,9.693753688131835,1,train,Compact Entry-Level
260000.0,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,1974,,Renton,98055,0,1974,40,40.0,175.67567567567568,40.0,0,0.0,0.5,246.66666666666666,7.300472814267799,9.062536177207788,1,train,Compact Entry-Level
308500.0,2.0,1.0,850,6174,1.0,0,0,4,850,0,1950,,Shoreline,98155,0,1950,64,64.0,362.9411764705882,64.0,0,0.0,0.5,283.3333333333333,6.7464121285733745,8.728264161496178,1,train,Compact Entry-Level
439950.0,3.0,2.5,1770,2875,2.0,0,0,3,1770,0,1990,,Seattle,98116,0,1990,24,24.0,248.5593220338983,24.0,0,0.0,0.8333333333333334,321.8181818181818,7.479299637782834,7.964155718840937,3,test,New-Build Suburban Family
235000.0,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,1949,,Seattle,98106,0,1949,65,65.0,194.21487603305783,65.0,0,0.0,0.5,403.3333333333333,7.099201743553092,9.148571345578551,1,test,Compact Entry-Level
315000.0,3.0,1.0,1160,9180,1.0,0,0,3,1160,0,1968,,Woodinville,98077,0,1968,46,46.0,271.55172413793105,46.0,0,0.0,0.3333333333333333,290.0,7.057036981697891,9.1248914101437,1,test,Compact Entry-Level
437500.0,3.0,2.25,1970,35100,2.0,0,0,4,1970,0,1977,,Issaquah,98027,0,1977,37,37.0,222.08121827411168,37.0,0,0.0,0.75,375.23809523809524,7.58629630715272,10.465984899076615,3,train,New-Build Suburban Family
407500.0,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996,,Renton,98059,0,1996,18,18.0,211.13989637305696,18.0,0,0.0,0.8333333333333334,350.90909090909093,7.565793282428515,9.25540933534376,3,train,New-Build Suburban Family
445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,,Seattle,98107,0,2001,13,13.0,350.9448818897638,13.0,0,0.0,0.8333333333333334,230.9090909090909,7.147559271189454,7.074116816197362,3,train,New-Build Suburban Family
838000.0,4.0,2.5,3310,42998,2.0,0,0,3,3310,0,2001,,Redmond,98052,0,2001,13,13.0,253.17220543806647,13.0,0,0.0,0.625,509.2307692307692,8.105005537547246,10.668932138591325,3,train,New-Build Suburban Family
630000.0,4.0,2.75,2710,37277,2.0,0,0,3,2710,0,2000,,Issaquah,98027,0,2000,14,14.0,232.47232472324723,14.0,0,0.0,0.6875,401.48148148148147,7.905072849498666,10.52615861929175,3,train,New-Build Suburban Family
550000.0,3.0,1.75,2910,35200,1.5,0,0,3,2910,0,1979,,Sammamish,98075,0,1979,35,35.0,189.00343642611685,35.0,0,0.0,0.5833333333333334,612.6315789473684,7.976251943745623,10.468829770273567,3,test,New-Build Suburban Family
805000.0,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,1929,,Seattle,98115,0,1929,85,85.0,297.0479704797048,85.0,1,0.3062730627306273,0.6666666666666666,542.0,7.905072849498666,8.412054873292933,0,test,Established Family Home
284000.0,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,1968,,Carnation,98014,0,1968,46,46.0,157.77777777777777,46.0,0,0.0,0.5833333333333334,378.94736842105266,7.496097345175956,10.047761041692553,1,train,Compact Entry-Level
470000.0,5.0,2.5,2210,9655,1.0,0,0,3,1460,750,1976,,Bothell,98011,0,1976,38,38.0,212.66968325791856,38.0,1,0.3393665158371041,0.5,294.6666666666667,7.701200180857446,9.175334762777368,0,train,Established Family Home
430000.0,4.0,1.5,1920,10000,1.0,0,0,4,1070,850,1954,,Bellevue,98006,0,1954,60,60.0,223.95833333333331,60.0,1,0.4427083333333333,0.375,349.09090909090907,7.560601162768557,9.210440366976517,0,train,Established Family Home
491500.0,4.0,1.75,2190,125452,1.0,0,2,3,2190,0,1968,,Auburn,98092,0,1968,46,46.0,224.42922374429224,46.0,0,0.0,0.4375,380.8695652173913,7.692113339595466,11.73968646541856,2,test,Premium View Property
785000.0,5.0,3.25,3660,11995,2.0,0,2,3,3660,0,2006,,Snoqualmie,98065,0,2006,8,8.0,214.4808743169399,8.0,0,0.0,0.65,443.6363636363636,8.205491613120236,9.392328539868899,2,train,Premium View Property
385000.0,3.0,3.25,1320,1327,2.0,0,0,3,1040,280,2008,,Seattle,98199,0,2008,6,6.0,291.6666666666667,6.0,1,0.21212121212121213,1.0833333333333333,211.2,7.186144304522325,7.191429330036379,3,train,New-Build Suburban Family
295000.0,2.0,2.5,1630,1368,2.0,0,0,3,1280,350,2009,,Seattle,98106,0,2009,5,5.0,180.98159509202452,5.0,1,0.2147239263803681,1.25,362.22222222222223,7.396948602621014,7.221835825288449,3,train,New-Build Suburban Family
555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,,Snoqualmie,98065,0,2012,2,2.0,167.67371601208458,2.0,0,0.0,0.625,509.2307692307692,8.105005537547246,8.77971129020447,3,train,New-Build Suburban Family
459990.0,3.0,2.5,2680,5539,2.0,0,0,3,2680,0,2013,,North Bend,98045,0,2013,1,1.0,171.63805970149255,1.0,0,0.0,0.8333333333333334,487.27272727272725,7.893945138235959,8.61974977974133,3,test,New-Build Suburban Family
625000.0,4.0,3.25,2730,54014,1.0,0,0,3,1560,1170,2007,,Renton,98059,0,2007,7,7.0,228.9377289377289,7.0,1,0.42857142857142855,0.8125,376.55172413793105,7.912423121473705,10.897017064751084,0,train,Established Family Home
300000.0,3.0,2.5,2540,5050,2.0,0,0,3,2540,0,2006,,Kent,98042,0,2006,8,8.0,118.11023622047244,8.0,0,0.0,0.8333333333333334,461.8181818181818,7.840312983320164,8.527341522468053,3,train,New-Build Suburban Family
625000.0,4.0,2.75,2920,6605,2.0,0,0,3,2920,0,2012,,Renton,98059,0,2012,2,2.0,214.04109589041096,2.0,0,0.0,0.6875,432.5925925925926,7.979681302387741,8.795733605950735,3,train,New-Build Suburban Family
553000.0,2.0,1.0,900,5000,1.0,0,0,3,900,0,1944,,Seattle,98117,0,1944,70,70.0,614.4444444444445,70.0,0,0.0,0.5,300.0,6.803505257608338,8.517393171418904,1,train,Compact Entry-Level
379880.0,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,1986,,Issaquah,98027,0,1986,28,28.0,230.23030303030305,28.0,1,0.3151515151515151,0.8333333333333334,300.0,7.409136443920128,9.550733483340633,0,train,Established Family Home
310000.0,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,1973,,Snoqualmie,98065,0,1973,41,41.0,306.9306930693069,41.0,0,0.0,0.3333333333333333,252.5,6.918695219020472,9.204925739274683,1,train,Compact Entry-Level
775000.0,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,2004,,Redmond,98053,0,2004,10,10.0,289.179104477612,10.0,0,0.0,1.25,595.5555555555555,7.893945138235959,8.9082888855571,3,train,New-Build Suburban Family
365000.0,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,1988,,Renton,98058,0,1988,26,26.0,165.9090909090909,26.0,1,0.2863636363636364,0.8333333333333334,400.0,7.696667081526462,8.902591637374087,0,test,Established Family Home
331950.0,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,1990,,Auburn,98092,0,1990,24,24.0,131.20553359683794,24.0,1,0.20553359683794467,0.625,389.2307692307692,7.836369760545124,9.203718495667296,2,test,Premium View Property
783500.0,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980,,Seattle,98122,0,1980,34,34.0,274.9122807017544,34.0,1,0.3017543859649123,0.8333333333333334,518.1818181818181,7.955425088912672,8.872206756028303,3,train,New-Build Suburban Family
628000.0,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,,Seattle,98122,0,1900,114,114.0,275.43859649122805,114.0,1,0.5,0.5,380.0,7.732369222284388,8.701346403039162,0,train,Established Family Home
560000.0,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,1987,,Sammamish,98074,0,1987,27,27.0,294.7368421052632,27.0,0,0.0,0.8333333333333334,345.45454545454544,7.550135342488429,9.076237387452702,3,test,New-Build Suburban Family
900000.0,3.0,1.0,1330,77972,1.0,0,0,3,1330,0,1928,1954.0,Kirkland,98033,1,1954,86,60.0,676.6917293233083,60.0,0,0.0,0.3333333333333333,332.5,7.193685818395112,11.264117891900502,1,train,Compact Entry-Level
531000.0,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,2000,,Seattle,98103,0,2000,14,14.0,418.1102362204724,14.0,1,0.12598425196850394,1.5,254.0,7.147559271189454,7.069874128458572,3,train,New-Build Suburban Family
831000.0,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011.0,Seattle,98112,1,2011,32,3.0,382.94930875576034,3.0,1,0.25806451612903225,0.75,310.0,7.682943169878292,8.294299608857235,0,train,Established Family Home
780000.0,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996,,Sammamish,98074,0,1996,18,18.0,285.7142857142857,18.0,0,0.0,0.625,420.0,7.912423121473705,9.23815007261545,2,train,Premium View Property
755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,,Bellevue,98005,0,1960,54,54.0,356.1320754716981,54.0,1,0.2358490566037736,0.625,326.15384615384613,7.659642954564682,9.230437073675304,0,train,Established Family Home
705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003,,Issaquah,98029,0,2003,11,11.0,283.285140562249,11.0,0,0.0,0.8333333333333334,452.72727272727275,7.820439515262181,8.37655086161377,3,train,New-Build Suburban Family
627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973,,Issaquah,98027,0,1973,41,41.0,315.0753768844221,41.0,1,0.39195979899497485,0.5625,318.4,7.596392304064196,8.950662495933999,0,test,Established Family Home
865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998,,Sammamish,98075,0,1998,16,16.0,234.41734417344173,16.0,0,0.0,0.75,527.1428571428571,8.213652703029998,9.199582715323222,3,train,New-Build Suburban Family
580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,,Seattle,98118,0,1942,72,72.0,228.3464566929134,72.0,1,0.48031496062992124,0.5,846.6666666666666,7.840312983320164,8.853808274977197,0,train,Established Family Home
410000.0,3.0,2.25,1800,36704,1.0,0,0,4,1360,440,1978,,Issaquah,98027,0,1978,36,36.0,227.77777777777777,36.0,1,0.24444444444444444,0.75,342.85714285714283,7.496097345175956,10.510668264544881,0,train,Established Family Home
485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,,Kirkland,98034,0,1979,35,35.0,207.26495726495727,35.0,1,0.42735042735042733,0.75,334.2857142857143,7.75833346749091,8.860641041773876,0,test,Established Family Home
400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948,,Shoreline,98155,0,1948,66,66.0,189.5734597156398,66.0,0,0.0,0.875,562.6666666666666,7.65491704784832,9.161150127785412,1,train,Compact Entry-Level
549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908,,Seattle,98112,0,1908,106,106.0,481.578947368421,106.0,0,0.0,0.5,380.0,7.039660349862076,8.594339400592892,1,train,Compact Entry-Level
620000.0,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,2005,,Kirkland,98033,0,2005,9,9.0,418.9189189189189,9.0,0,0.0,0.5833333333333334,311.57894736842104,7.300472814267799,7.689828668736484,3,train,New-Build Suburban Family
405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006,,Seattle,98136,0,2006,8,8.0,287.2340425531915,8.0,1,0.19148936170212766,1.5,282.0,7.252053951852814,7.123672785204607,3,train,New-Build Suburban Family
232000.0,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,1958,,Des Moines,98198,0,1958,56,56.0,193.33333333333331,56.0,0,0.0,0.5,400.0,7.0909098220799835,8.99516499031115,1,train,Compact Entry-Level
800866.0,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,1990,,Kirkland,98033,0,1990,24,24.0,251.8446540880503,24.0,0,0.0,0.5,424.0,8.064950891749143,9.532930988916153,3,train,New-Build Suburban Family
650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949,,Seattle,98177,0,1949,65,65.0,300.9259259259259,65.0,1,0.35185185185185186,0.5,480.0,7.6783263565068856,9.105090961257085,2,train,Premium View Property
823000.0,6.0,1.75,2920,5000,2.5,0,0,4,2780,140,1908,,Seattle,98122,0,1908,106,106.0,281.8493150684931,106.0,1,0.04794520547945205,0.2916666666666667,376.7741935483871,7.979681302387741,8.517393171418904,0,train,Established Family Home
770000.0,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,1939,,Seattle,98112,0,1939,75,75.0,327.6595744680851,75.0,1,0.2297872340425532,0.6666666666666666,470.0,7.762596048540069,8.648396877031582,0,test,Established Family Home
524000.0,3.0,1.75,1560,5520,1.0,0,0,4,780,780,1944,,Seattle,98199,0,1944,70,70.0,335.8974358974359,70.0,1,0.5,0.5833333333333334,328.42105263157896,7.353081920515432,8.616314282284044,0,train,Established Family Home
541125.0,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,,Bellevue,98006,0,1960,54,54.0,197.4908759124088,54.0,1,0.5,0.55,353.5483870967742,7.916078096302786,9.039196115772354,0,test,Established Family Home
670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998.0,Seattle,98105,1,1998,105,16.0,398.8095238095238,16.0,0,0.0,0.8333333333333334,305.45454545454544,7.427144133408616,7.601402334583733,3,test,New-Build Suburban Family
384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,,Federal Way,98023,0,1968,46,46.0,124.5631067961165,46.0,1,0.4336569579288026,0.5,412.0,8.036249942132116,9.453364978883542,0,train,Established Family Home
406100.0,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005,,Seattle,98103,0,2005,9,9.0,288.01418439716315,9.0,0,0.0,0.75,268.57142857142856,7.252053951852814,7.195187320178709,3,train,New-Build Suburban Family
1395000.0,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,,Seattle,98105,0,1971,43,43.0,347.8802992518703,43.0,1,0.2892768079800499,0.7,471.7647058823529,8.296795865770052,9.049114723476961,2,test,Premium View Property
736500.0,4.0,2.5,3180,21904,2.0,0,3,3,3180,0,2000,,Renton,98059,0,2000,14,14.0,231.60377358490567,14.0,0,0.0,0.625,489.2307692307692,8.064950891749143,9.994470200248,2,train,Premium View Property
570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,1975,,Redmond,98052,0,1975,39,39.0,283.5820895522388,39.0,1,0.3383084577114428,0.75,382.85714285714283,7.606387389772652,8.699681400989514,0,train,Established Family Home
787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,1961,,Bellevue,98004,0,1961,53,53.0,591.7293233082706,53.0,0,0.0,0.5833333333333334,280.0,7.193685818395112,8.922791623969637,1,train,Compact Entry-Level
328000.0,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,,Auburn,98092,0,1998,16,16.0,138.39662447257385,16.0,0,0.0,0.625,364.61538461538464,7.771067086065406,8.77971129020447,3,train,New-Build Suburban Family
435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958.0,Seattle,98133,1,1958,72,56.0,236.41304347826087,56.0,1,0.16304347826086957,0.4,262.85714285714283,7.518064181233078,9.13140538388804,0,train,Established Family Home
499000.0,4.0,2.5,2910,6479,2.0,0,0,3,2910,0,2006,,Snoqualmie,98065,0,2006,8,8.0,171.47766323024055,8.0,0,0.0,0.625,447.6923076923077,7.976251943745623,8.776475789346321,3,train,New-Build Suburban Family
501000.0,4.0,1.0,2070,7519,1.0,0,0,3,1160,910,1963,,Bellevue,98008,0,1963,51,51.0,242.0289855072464,51.0,1,0.4396135265700483,0.25,414.0,7.635786861395585,8.925321416943886,0,train,Established Family Home
1090000.0,4.0,2.5,4340,141570,2.5,0,0,3,4340,0,1992,,Redmond,98053,0,1992,22,22.0,251.1520737327189,22.0,0,0.0,0.625,667.6923076923077,8.375860015299594,11.860556637007022,3,train,New-Build Suburban Family
400000.0,2.0,1.0,840,5510,1.0,0,0,3,840,0,1955,,Seattle,98136,0,1955,59,59.0,476.1904761904762,59.0,0,0.0,0.5,280.0,6.734591659972948,8.614501373883236,1,train,Compact Entry-Level
220000.0,4.0,1.5,1240,9600,1.0,0,0,3,1240,0,1971,,Federal Way,98023,0,1971,43,43.0,177.4193548387097,43.0,0,0.0,0.375,225.45454545454547,7.123672785204607,9.169622538697624,1,test,Compact Entry-Level
657100.0,4.0,1.0,1390,4240,1.0,0,0,3,1050,340,1924,,Seattle,98103,0,1924,90,90.0,472.7338129496403,90.0,1,0.2446043165467626,0.25,278.0,7.237778191923443,8.352554369474591,0,train,Established Family Home
309950.0,4.0,2.75,2310,5000,2.0,0,0,3,2310,0,2006,,Maple Valley,98038,0,2006,8,8.0,134.17748917748918,8.0,0,0.0,0.6875,342.22222222222223,7.745435610274381,8.517393171418904,3,train,New-Build Suburban Family
300000.0,3.0,2.0,1050,10072,1.0,0,0,3,1050,0,1986,,Duvall,98019,0,1986,28,28.0,285.7142857142857,28.0,0,0.0,0.6666666666666666,210.0,6.957497370876951,9.21761385594268,1,train,Compact Entry-Level
525888.0,5.0,1.75,2550,71874,1.0,0,0,5,1810,740,1960,,Issaquah,98027,0,1960,54,54.0,206.2305882352941,54.0,1,0.2901960784313726,0.35,377.77777777777777,7.844240718141811,11.182683778099651,0,test,Established Family Home
